Date_ID,LabID,CRA,Error,DC13,OthMeasures,DateMethod,Material,Species,OthSiteID,OldSiteID,SiteID,IndID,SiteName,SiteContext,SiteType,TmpType,AdminRegion,Country,CaseStudyArea,Disarticulated,Cremation,Longitude,Latitude,LocQual,Source,Comments,Othersources,AnnaComment,aDNAOlalde
220648,HAR-9159,3560,70,-21.7,NA,NA,bone,Homo sapiens,EUROEVOL S6370,203081,203081,203081,Flagstones House,NA,4B; 4H;3A Causewayed enclosure,NA,"Dorset, England",England,Wessex,Yes,No,-2.4192,50.7084,B,EUROEVOL-Sample:15567;Bayliss et al. 2012. Radiocarbon Dates - from samples funded by English Heritage between 1981 and 1988,"Human bone. Sample: W183.430.80, submitted in November 1987 by. Initial comment: from burial 80, pit 430. The skeletal remains sealed below a large sarsen boulder and associated with a single copper alloy rivet. This burial lay at the centre",NA,NA,NA
216567,BM-2839,4430,80,-23.8,NA,LSC,bone,Homo sapiens,EUROEVOL S8379,201223,201223,201223,Flint Jack's Cave,"From one of four inhumations (Ambers and Bowman 2003, 532).",Cave;rockshelter/cave,NA,"Somerset, England",England,NA,Yes,No,-2.7751,51.2763,B,"CalPal; http://fepre.mas.ncl.ac.uk/; www.museumwales.ac.uk/en/radiocarbon; EUROEVOL-Sample:22219; http://radon.ufg.uni-kiel.de/samples/13880; Jacobi 2004 The Late Upper Palaeolithic Lithic Collection from Gough's Cave, Cheddar, Somerset and Human Use of the cave. Proceedings of the Prehistoric Society 70:1--92 (doi:10.1017/S0079497X00001110)","Rock shelter containing Cresswellian artefacts (Jacobi 2004, 80)Jacobi, R. (2004) 'The Late Upper Palaeolithic lithic collection from Gough__s Cave, Cheddar, Somerset and human use of the cave'. Proceedings of the Prehistoric Society, 70, 1-92. Ambers, J. and Bowman, S. (2003) 'Radiocarbon measurements from the British Museum: datelist XXVI'. Archaeometry, 45(3), 531-40.",NA,NA,NA
57959,SUERC-35894,4120,30,-25.1,NA,NA,bone,Homo sapiens,NA,17316,17316,,"Flixton Quarry, Waveney","FLN 009, 0338",NA,NA,"Suffolk, England",England,NA,N/A,Yes,1.3796,52.4289,B,"Boulter, S. P. (2011) Former Tarmac Quarry, Flixton (FLN 009), Archaeological Excavation Archive Report. Ipswich: Suffolk County Council Archaeological Service, SCCAS Report No. 2011/111. doi:10.5284/1018487",Femur. Adult ?male. human bone (cremated).,NA,NA,NA
57960,SUERC-35895,2895,30,-18.7,NA,NA,bone,Homo sapiens,NA,17316,17316,,"Flixton Quarry, Waveney","FLN 009, 0375",NA,NA,"Suffolk, England",England,NA,N/A,Yes,1.3796,52.4289,B,"Boulter, S. P. (2011) Former Tarmac Quarry, Flixton (FLN 009), Archaeological Excavation Archive Report. Ipswich: Suffolk County Council Archaeological Service, SCCAS Report No. 2011/111. doi:10.5284/1018487",Tibia. Adult ?male. human bone (cremated).,NA,NA,NA
216456,BM-2514,3770,50,-27.8,NA,LSC,bone,Homo sapiens,Canmore 12805;EUROEVOL S6372,201178,201178,,Fodderty Farm,Steinkiste; flat cist burial,"Cist, Beaker;3K Cist burial;single grave;tomb;burial (inhumation)",NA,"Highland, Scotland",Scotland,NA,No,No,-4.4934,57.6018,B,"http://canmore.org.uk/c14sample/BM-2514; EUROEVOL-Sample:15570; CL; http://radon.ufg.uni-kiel.de/samples/9209; Needham 2005 Transforming Beaker Culture in North-West Europe; Processes of Fusion and Fission. Proceedings of the Prehistoric Society 71:171--217 (doi:10.1017/S0079497X00001006); Van Der Linden, M. 2006. Le ph<e9>nom<e8>ne campaniforme dans l<U+0092>Europe du 3<e8>me mill<e9>naire avant notre <e8>re.; Ambers et al. 1991; Kinnes et al. 1991; Historic Scotland radiocarbon database; Ambers, J. et al. 1991. Radiocarbon 33.1",Human bone from inhumation with beaker and 6 flint flakes (NMS EQ 479). CHECK to see if redated as OxA-V-2172-26 (3745+/-32 which is statistically indistinguishable. From information compiled by Patrick Ashmore.; Kinnes et al. 1991; femur collagen,NA,NA,NA
209809,OxA-V-2172-26,3745,32,-27.8,NA,AMS,bone,Homo sapiens,Canmore 12805,201178,201178,,Fodderty Farm,NA,"Cist, Beaker",NA,"Highland, Scotland",Scotland,NA,No,No,-4.4934,57.6018,B,"http://canmore.org.uk/c14sample/OxA-V-2172-26; Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",Human bone from inhumation with SP Step 5 N4 beaker; Inverness Museum NVMG 980.11.8. CHECK to see if previously dated as BM-2514 (3770+/-50 which is statistically indistinguishable. From information compiled by Patrick Ashmore.; Additional published date: BM-2514: 3770 <U+00B1> 50 (Ambers et al. 1991),NA,NA,NA
220487,HAR-8519,3800,70,-22.5,NA,NA,bone,Homo sapiens,NA,203078,203078,203078,"Folkton Wolds: Sharpe Howes 2, Yorkshire (East Riding)",NA,3B; 3H; 4B; 4H;4B Barrow,NA,"East Riding of Yorkshire, England",England,Yorkshire Wolds,Unknown,No,-0.2892,54.1758,B,Bayliss et al. 2012. Radiocarbon Dates - from samples funded by English Heritage between 1981 and 1988,"Human bone (right tibia and femur). Sample: SHB4G1, submitted on 13 October 1986 by. Initial comment: from burial found in central grave. There were no associated finds. The grave was badly damaged through ploughing and the grave had been disturbed in antiquity.",NA,NA,NA
Olalde29,SUERC-44496,3306,27,NA,"Sex:F;Age:young adult,18-22",NA,bone,Homo sapiens,NA,NA,1000048,1000048,Fordham,410,NA,"burial(inhumation,articulated,crouched,primary);barrow(round)",NA,Scotland,NA,No,No,0.386227,52.310608,NA,NA,NA,NA,NA,Y
224945,GrA-18109,3325,40,NA,NA,NA,bone (cremated),Homo sapiens,Canmore 36031,205557,205557,205557,Fordhouse,NA,burial (cremation),NA,"Angus, Scotland",Scotland,EastScot,N/A,Yes,-2.5479,56.7352,B,"Sheridan, J.A. and Shortland, A. 2004. In I.A.G.Shepherd and G.J. Barclay (eds.) Scotland in Ancient Europe: The Neolithic and Early Bronze Age of Scotland in their European Context (Society of Antiquaries of Scotland); Chapple, R.M. 2015. Catalogue of radiocarbon determinations and dendrochronology dates",NA,NA,NA,NA
223717,UB-3305,3767,47,-21.6,NA,LSC,bone,Homo sapiens,EUROEVOL S6374;Monarch 451853,NA,204744,,Fordington Farm,FF; inhumation in ditch sequence,3B; 3H; 4B; 4H;4B Barrow;round barrows,NA,"Dorset, England",England,Wessex,Yes,No,-2.4264,50.7072,B,"EUROEVOL-Sample:22588;Bayliss et al. 2013. Radiocarbon Dates - from samples funded by English Heritage between 1988 and 1993; Wilkinson K. 2011. Molluscs, Regional Review of Environmental Archaeology in Southern England, Environmental Studies Report (Research Department Report Series 52-2011); Wilkinson, K. (2011) Regional Review of Environmental Archaeology in the Southern Region: Molluscs . Portsmouth: English Heritage Research Department, 52/2011. doi:10.5284/1033965","Human bone (left and right humeri) (V Jenkins. Sample: bone - burial 59, submitted on 15 January 1990 by. Initial comment: this is the second grave in an inner segmented ditched barrow, primary burial 59, grave fill 60. The form is typical of a late Neolithic/early Bronze Age date but examples are rare.",NA,NA,NA
223716,UB-3304,3715,54,-23.9,NA,LSC,bone,Homo sapiens,EUROEVOL S6374;Monarch 451853,NA,204744,,Fordington Farm,FF; inhumation in ditch sequence,3B; 3H; 4B; 4H;4B Barrow;round barrows,NA,"Dorset, England",England,Wessex,Yes,No,-2.4264,50.7072,B,"EUROEVOL-Sample:15572;Bayliss et al. 2013. Radiocarbon Dates - from samples funded by English Heritage between 1988 and 1993; Wilkinson K. 2011. Molluscs, Regional Review of Environmental Archaeology in Southern England, Environmental Studies Report (Research Department Report Series 52-2011); Wilkinson, K. (2011) Regional Review of Environmental Archaeology in the Southern Region: Molluscs . Portsmouth: English Heritage Research Department, 52/2011. doi:10.5284/1033965","Human bone (left and right femuri) (V Jenkins. Sample: bone - burial 70, submitted on 15 January 1990 by M J Allen. Initial comment: this is one of two graves in an inner segmented ditched barrow. The form is typical of a late Neolithic/early Bronze Age date but examples are rare.",NA,NA,NA
223718,UB-3306,3844,30,-22.5,NA,LSC,bone,Homo sapiens,EUROEVOL S6374,204744,204744,,Fordington Farm,FF,3B; 3H; 4B; 4H;4B Barrow;4B Round barrow,NA,"Dorset, England",England,Wessex,No,No,-2.4264,50.7072,B,EUROEVOL-Sample:22589;Bayliss et al. 2013. Radiocarbon Dates - from samples funded by English Heritage between 1988 and 1993,"Human bone (left and right femora) (V Jenkins. Sample: bone - burial 61, submitted on 15 January 1990 by. Initial comment: this is one of two graves in an inner segmented ditched barrow, burial 61, grave fill 62. The form is typical of a late Neolithic/early Bronze Age date but examples are rare.",NA,NA,NA
45070,SUERC-38748,3495,30,NA,NA,NA,bone,Homo sapiens,NA,14188,14188,,Fore Down,"Found under barrow; also contained token human bone, flint, & sherds from Trevisker vessel. Not certain if dagger was directly associated with burial",NA,NA,"Cornwall, England",England,NA,N/A,Yes,-4.4271,50.4971,B,Jones and Quinnell 2013 Daggers in the West: Early Bronze Age Daggers and Knives in the South-west Peninsula Proceedings of the Prehistoric Society FirstView:1--26 (doi:10.1017/ppr.2013.4),NA,NA,NA,NA
45071,SUERC-38749,3485,30,NA,NA,NA,bone,Homo sapiens,NA,14188,14188,,Fore Down,"Found under barrow; also contained token human bone, flint, & sherds from Trevisker vessel. Not certain if dagger was directly associated with burial",NA,NA,"Cornwall, England",England,NA,N/A,Yes,-4.4271,50.4971,B,Jones and Quinnell 2013 Daggers in the West: Early Bronze Age Daggers and Knives in the South-west Peninsula Proceedings of the Prehistoric Society FirstView:1--26 (doi:10.1017/ppr.2013.4),NA,NA,NA,NA
223123,SUERC-1374,4895,45,-25.2,NA,NA,charcoal,Betula,Canmore 18584,200195,200195,200195,"Forest Road, Kintore","feature P25, context 11131, a cremation pit","Pit(s), Roundhouse(s), Temporary Camp (roman);Occupation;3B; 3H;enclosure",NA,"Aberdeenshire, Scotland",Scotland,EastScot,N/A,Yes,-2.3539,57.2363,B,http://canmore.org.uk/c14sample/SUERC-1374; http://fepre.mas.ncl.ac.uk/; Gathering Time Project; http://radon.ufg.uni-kiel.de/samples/13764,A piece of birch charcoal from a burnt layer 11131 within Complex Pit 20. From information compiled by Patrick Ashmore.,NA,NA,NA
60707,SUERC-42056,3555,26,NA,NA,NA,bone (cremated),Homo sapiens,NA,18149,18149,18149,"Forrabury, Tintagel/Boscastle pipeline",NA,NA,NA,"Cornwall, England",England,NA,N/A,Yes,-4.701,50.6847,B,Taylor database,Jones and Quinnell 2014,NA,NA,NA
62287,SUERC-29199,4180,30,-25.7,NA,NA,bone (cremated),Homo sapiens,Canmore 26565,NA,1000049,,Forteviot,530b/1049 Cremation,NA,burial(cremation);cist,"Perth and Kinross, Scotland",Scotland,EastScot,N/A,Yes,-3.5339,56.3352,B,"Noble, G. and K. Brophy 2011. Antiquity 85",Cremated bone: human femur,NA,NA,NA
62310,SUERC-29199,3740,35,-30,NA,NA,flower,Filipendula ulmaria,Canmore 26565,NA,1000049,,Forteviot,Cist flower,NA,burial(cremation);cist,"Perth and Kinross, Scotland",Scotland,EastScot,N/A,Yes,-3.5339,56.3352,B,"Noble, G. and K. Brophy 2011. Antiquity 85",Cremated bone: human femur,NA,NA,NA
62286,SUERC-29188,4370,70,-21.2,MNI:4,AMS,bone (cremated),Homo sapiens,Canmore 26565,18350,1000050,1000050,"Forteviot, henge 1",Cremated bone 641 in scoop [651],henge,burial(cremation);cemetery(flat);henge,"Perth and Kinross, Scotland",Scotland,EastScot,N/A,Yes,-3.5339,56.3352,B,"Noble, G. and K. Brophy 2011. Antiquity 85; Noble and Brophy 2017",Cremated bone: human lower long bone shaft fragment,NA,NA,NA
Brophy2,SUERC-29185,4315,30,-26.4,MNI:4,AMS,Charcoal,NA,NA,NA,1000051,,"Forteviot, henge 2",Cremated bone 641 in scoop [651],henge,burial(cremation);cemetery(flat);henge,"Perth and Kinross, Scotland",Scotland,EastScot,N/A,Yes,-3.5339,56.3352,B,Noble and Brophy 2017,NA,NA,NA,NA
Wilkin27,unknown,3632,25,NA,NA,NA,NA,NA,NA,NA,1000051,,"Forteviot, henge 2",NA,NA,burial(Food Vessel),"Perth and Kinross, Scotland",Scotland,EastScot,N/A,Yes,-3.5339,56.3352,NA,G. Noble pers. comm.,NA,NA,NA,NA
62284,SUERC-29186,4275,30,-22.6,MNI:2,AMS,bone (cremated),Homo sapiens,Canmore 26565,18350,1000052,1000052,"Forteviot, henge 3",Spread of cremated bone 617,henge,burial(cremation);cemetery(flat);henge,"Perth and Kinross, Scotland",Scotland,EastScot,N/A,Yes,-3.5339,56.3352,B,"Noble, G. and K. Brophy 2011. Antiquity 85; Noble and Brophy 2017",Cremated bone: human lower long bone shaft fragment,NA,NA,NA
Brophy4,SUERC-29184,4240,30,-26.7,MNI:1,AMS,Charcoal,NA,NA,NA,1000053,1000053,"Forteviot, henge 4","Deposit of cremated bone 628 around stone socket, poss organic vessel",henge,burial(cremation);cemetery(flat);henge,"Perth and Kinross, Scotland",Scotland,EastScot,N/A,Yes,-3.5339,56.3352,B,Noble and Brophy 2017,NA,NA,NA,NA
Brophy5,SUERC-29189,4180,30,-25.7,MNI:2,AMS,bone(cremated),NA,NA,NA,1000054,1000054,"Forteviot, henge 5",Fill 530 of large pit containing cremated bone [529],henge,burial(cremation);cemetery(flat);henge,"Perth and Kinross, Scotland",Scotland,EastScot,N/A,Yes,-3.5339,56.3352,B,Noble and Brophy 2017,NA,NA,NA,NA
62285,SUERC-29187,4175,30,-22,MNI:1,AMS,bone (cremated),Homo sapiens,Canmore 26565,18350,1000055,1000055,"Forteviot, henge 6","Deposit of cremated bone 628 around stone socket, poss organic vessel",henge,burial(cremation);cemetery(flat);henge,"Perth and Kinross, Scotland",Scotland,EastScot,N/A,Yes,-3.5339,56.3352,B,"Noble, G. and K. Brophy 2011. Antiquity 85; Noble and Brophy 2017",Cremated bone: human lower long bone shaft fragment,NA,NA,NA
211421,SUERC-18874,2825,30,-25.1,NA,NA,bone,Homo sapiens,Canmore 24985,204312,204312,204312,Fortingall Church,NA,Stone Setting(s),NA,NA,Scotland,EastScot,N/A,Yes,-4.045,56.5977,B,http://canmore.org.uk/c14sample/SUERC-18874,"A piece of cremated bone from a circular spread of charcoal and cremated human bone (C27) in the south-eastern section of the interior of Site 1, one of a pair of 8-stone circles. From information compiled by Patrick Ashmore.",NA,NA,NA
217066,CAR-670,4440,70,NA,NA,NA,charcoal,Quercus,NA,NA,201492,,Four Crosses Powys,"From base of burial pit at centre of ring ditch, overlying fill of northern slot (Warrilow et al 1986, 64).","3D, 4B Ring ditches;3B;3H",NA,"Powys, Wales",Wales,NA,No,No,-3.0755,52.7655,C,"Griffiths, S. 2012. Chronological modelling of the Mesolithic-Neolithic transition in the Midlands and north of England (University of Cardiff, PhD); www.museumwales.ac.uk/en/radiocarbon; CL;","A burial pit containing a crouched inhumation, and two further inhumations in slots at the head and feet of the first burial. The pit also contained an atypical Ebbsfleet bowl, a pear-shaped stone, and the upper jaw of a calf. Dates neolithic grave use.; Large multi-period ring ditch (Warrilow et al 1986, 63). Grave pit contained an inhumation, Ebbsfleet bowl (Peterborough), animal bone and stone (Warrilow et al 1986, 64)Hughes and Woodward (1995) records determination as CAR-670 4439+/-70bp. Hughes et al (1995) records determination as CAR-670 4439+/-70bp. Halstead (2005) records determination as CAR-670 4410+/-70bp. Reported date confirmed by Quentin Dresser, Cardiff University laboratory, now Swansea UniversityWarrilow, W., Owen, G. and Britnell, W. J. (1986) 'Eight ring-ditches at Four Crosses, Llandysilio, Powys'. Proceedings of the Prehistoric Society 52, 53-87. Gibson, A. M. (2006) 'Excavations at a Neolithic enclosure at Lower Luggy, near Welshpool, Powys, Wales'. Proceedings of the Prehistoric Society 72, 163-91. Gibson, A. M. (1992c) 'The excavation of a ring-ditch at Elmtree Farm, Llanymynech, Powys'. Archaeology in Wales 32, 15-7. Warrilow, W. (1983) 'Four Crosses, Llandysilio'. Archaeology in Wales 23, 22-3. Gibson, A. M. (2002) 'Prehistoric funerary and ritual sites in the Upper Severn Valley'. The Montgomeryshire Collections, 90, 1-40. Blockley, K. and Tavener, N. (2002) 'Excavations at Sarn-y-bryn-caled, Welshpool, Powys, in 1998 - 99'. The Montgomeryshire Collections, 90, 41-68. Hughes, G. and Woodward, A. (1995) 'Excavations at Meole Brace 1990 and at Bromfield 1981 - 1991: part 1. A ring ditch and neolithic pit complex at Meole Brace, Shrewsbury'. Transactions of the Shropshire Archaeological and Historical Society 70, 1-21. Hughes, G., Leach, P. and Stanford, S. C. (1995) 'Excavations at Meole Brace 1990 and at Bromfield 1981 - 1991: part 2. Excavations at Bromfield, Shropshire 1981 - 91'. Transactions of the Shropshire Archaeological and Historical Society 70, 23-94. Gibson, A. and Kinnes, I. (1997) 'On the urns of a dilemma: radiocarbon and the Peterborough problem'. Oxford Journal of Archaeology 16:1, 65-72. Peterson, R. (2003) 'Neolithic pottery from Wales: traditions of construction and use'. Oxford: British Archaeological Reports. Halstead, J. (2005) 'Bronze Age settlement in the Welsh Marches'. Oxford: British Archaeological Reports.",NA,NA,NA
217065,CAR-669,3510,70,NA,NA,NA,charcoal,Quercus,NA,201492,201492,,"Four Crosses, site 5","From cremation in pit cut into stabilisation layer in third phase ring ditch (Warrilow et al 1986, 67).","3D, 4B Ring ditches",NA,"Powys, Wales",Wales,NA,N/A,Yes,-3.0755,52.7655,C,www.museumwales.ac.uk/en/radiocarbon; CL,"Large multi-period ring ditch (Warrilow et al 1986, 63). Provides a TAQ for construction of third phase ring ditch. Provides a TAQ for a jet bead with second phase burial (Warrilow et al 1986, 72, 79)Warrilow (1983) records determination as CAR-69 3515+/-70bp. Hughes et al (1995) records determination as CAR-669 3509+/-70bp. Reported date confirmed by Quentin Dresser, Cardiff University laboratory, now Swansea University. Warrilow, W., Owen, G. and Britnell, W. J. (1986) 'Eight ring-ditches at Four Crosses, Llandysilio, Powys'. Proceedings of the Prehistoric Society 52, 53-87. Warrilow, W. (1983) 'Four Crosses, Llandysilio'. Archaeology in Wales 23, 22-3. Gibson, A. M. (1992c) 'The excavation of a ring-ditch at Elmtree Farm, Llanymynech, Powys'. Archaeology in Wales 32, 15-7. Gibson, A. M. (2002) 'Prehistoric funerary and ritual sites in the Upper Severn Valley'. The Montgomeryshire Collections, 90, 1-40. Halstead, J. (2005) 'Bronze Age settlement in the Welsh Marches'. Oxford: British Archaeological Reports. Hughes, G., Leach, P. and Stanford, S. C. (1995) 'Excavations at Meole Brace 1990 and at Bromfield 1981 - 1991: part 2. Excavations at Bromfield, Shropshire 1981 - 91'. Transactions of the Shropshire Archaeological and Historical Society 70, 23-94.",NA,NA,NA
53862,OxA-V-2172-15,3752,31,NA,NA,AMS,bone,Homo sapiens,NA,203882,203882,,"Foveran, Formartine",NA,NA,NA,"Aberdeenshire, Scotland",Scotland,EastScot,No,No,-2.0265,57.3075,C,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",NA,NA,NA,NA
209791,OxA-V-2167-43a,3752,31,-22.3,NA,AMS,bone,Homo sapiens,Canmore 20387,203882,203882,,"Foveran, Formartine",NA,Cist,NA,"Aberdeenshire, Scotland",Scotland,EastScot,No,No,-2.0265,57.3075,B,http://canmore.org.uk/c14sample/OxA-V-2167-43a,A skeleton in a short cist without ceramic associations. ABDUA 14257. From information compiled by Patrick Ashmore.,NA,NA,NA
222503,OxA-8318,4840,45,-20.3,DN15:9.1,AMS,bone,Homo sapiens,EUROEVOL S1952,14060,14060,14060,"Foxhole Cave, Paviland","From layer 3 (Aldhouse Green 2000, 70). FX177/phalanx; Layer 3. Soliflucted scree, yielding early Mesolithic artefacts and late glacial fauna, much disturbed by badger set. Stratified below layer 2 (Aldhouse-Green 2000, 14-18; Pettitt 2000); FX177",Cave;3B;3H;rockshelter/cave;cave,NA,"Glamorgan, Wales",Wales,NA,Yes,No,-4.0891,51.5659,B,"EUROEVOL-Sample:9094;Griffiths, S. 2012. Chronological modelling of the Mesolithic?Neolithic transition in the Midlands and north of England (University of Cardiff, PhD); www.museumwales.ac.uk/en/radiocarbon; http://fepre.mas.ncl.ac.uk/; http://radon.ufg.uni-kiel.de/samples/10779; Meiklejohn, C., Chamberlain, A. T., and Schulting R.J. 2012. Radiocarbon dating of Mesolithic human remains in Great Britain, Mesolithic Miscellany 22.2: 20-58.","Layer 3. Dates death of individual, not well associated with diagnostic material culture.; Aldhouse-Green, S. (2000) 'Paviland Cave and the 'Red Lady': a definitive report'. Newport: University of Wales College, Newport. Schulting, R. J. and Richards, M. P. (2002) 'Finding the coastal Mesolithic in southwest Britain: AMS dates and stable isotope results on human remains from Caldey Island, south Wales'. Antiquity 76, 1011-25. King, M. (2003) 'Unparalleled behaviour: Britain and Ireland during the 'Mesolithic' and 'Neolithic''. Oxford: British Archaeological Reports.; Human (phalanx)",NA,NA,NA
210037,OxA-24736,4596,30,-21.0033,F14C:0.56433+/-0.00211,AMS,tooth,Homo sapiens,NA,203818,203818,203818,"Foxhole Cave, Paviland",NA,NA,NA,"Glamorgan, Wales",Wales,NA,Yes,No,-4.2537,51.5513,C,https://c14.arch.ox.ac.uk/database/db.php; http://www.c14.org.uk/publication.php?ref=schulting2013mnh; http://www.c14.org.uk/publication.php?ref=schulting2015mfm,"Sample: FX97-41. Material: Homo sapiens.; Sample:FX97-41. Schulting, R. J., Fibiger, L., MacPhail, R. I., McLaughlin, R., Murray, E. V., Price, C., & Walker, E. A. (2013). Mesolithic and Neolithic humans remains from Foxhole Cave (Gower, South Wales). Antiquaries Journal, 93, 1-23.; Sample:FX97-41. Schulting, R. J., Bello, S. M., Chandler, B., & Higham, T. F. G. (2015). A cut-marked and fractured Mesolithic human bone from Kent's Cavern, Devon, UK. International Journal of Osteoarchaeology, 25(1), 31-44.",NA,NA,NA
222502,OxA-8317,4625,40,-20.6,DN15:9.7,AMS,tooth,Homo sapiens,EUROEVOL S1952,201452,201452,201452,"Foxhole Cave, Paviland","Layer 1. Modern topsoil, overlying layer 2; FX59",Cave;3B;3H;cave,NA,"Glamorgan, Wales",Wales,NA,Yes,No,-4.0891,51.5659,B,"EUROEVOL-Sample:9096;Griffiths, S. 2012. Chronological modelling of the Mesolithic-Neolithic transition in the Midlands and north of England (University of Cardiff, PhD); www.museumwales.ac.uk/en/radiocarbon; http://fepre.mas.ncl.ac.uk/; Meiklejohn, C., Chamberlain, A. T., and Schulting R.J. 2012. Radiocarbon dating of Mesolithic human remains in Great Britain, Mesolithic Miscellany 22.2: 20-58.","Layer 1. Dates death of individual, not well associated with diagnostic material culture.; Aldhouse-Green, S. (2000) 'Paviland Cave and the 'Red Lady': a definitive report'. Newport: University of Wales College, Newport. Schulting, R. J. and Richards, M. P. (2002) 'Finding the coastal Mesolithic in southwest Britain: AMS dates and stable isotope results on human remains from Caldey Island, south Wales'. Antiquity 76, 1011-25. King, M. (2003) 'Unparalleled behaviour: Britain and Ireland during the 'Mesolithic' and 'Neolithic''. Oxford: British Archaeological Reports.; Human (tooth)",NA,NA,NA
Bloxam7,OxA-36701,3872,31,-21.41,NA,AMS,bone,NA,NA,NA,1000130,,Frampton barrow 1 (G4),"Deposit of mixed disarticulated bone of multiple individuals stratigraphically above a crouched inhumation, with a capping of flint above the grave containing Beaker sherds",barrow (round),"burial(inhumation,disarticulated,multiple,primary); barrow(round); cemetery(barrow)","Doset, England",England,Wessex,Yes,No,-2.5181749,50.752321,A,Forde-Johnston 1958; Bloxam PhD,NA,NA,NA,NA
Bloxam6,OxA-36700,3870,32,-21.62,NA,AMS,bone,NA,NA,NA,1000130,,Frampton barrow 1 (G4),"Deposit of mixed disarticulated bone of multiple individuals stratigraphically above a crouched inhumation, with a capping of flint above the grave containing Beaker sherds",barrow (round),"burial(inhumation,disarticulated,multiple,primary); barrow(round); cemetery(barrow)","Doset, England",England,Wessex,Yes,No,-2.5181749,50.752321,A,Forde-Johnston 1958; Bloxam PhD,NA,NA,NA,NA
203942,GrA-23402,2800,50,-27.6,NA,AMS,bone (cremated),Homo sapiens,Canmore 18569,201729,201729,201729,Fullerton,NA,stone circle;burial (cremation),NA,NA,Scotland,EastScot,N/A,Yes,-2.3598,57.2519,B,http://canmore.org.uk/c14sample/GrA-23402; Bradley and Sheridan 2005 Croft Moraig and the Chronology of Stone Circles. Proceedings of the Prehistoric Society 71:269--281 (doi:10.1017/S0079497X00001031),Bio-apatite from human cremated bone (NMS X.EP 22) loosely associated with parts of a bucket urn. From information compiled by Patrick Ashmore.,NA,NA,NA
221143,OxA-13329,4894,39,-20.3,NA,AMS,bone,Homo sapiens,EUROEVOL S1967,201085,201085,,Fussel's Lodge Long Barrow,NA,Long barrow;3B; 3H,NA,"Wiltshire, England",England,Wessex,Yes,No,-1.7272,51.091,B,http://fepre.mas.ncl.ac.uk/; CalPal; EUROEVOL-Sample:8630; Gathering Time Project,"Whittle et al 2011 (Gathering Time: dating the early Neolithic enclosures of Southern Britain and Ireland), 200--_1, 204, 717, 719, 721, 731, 736, 744, 752, 761, 771, 845, 874, 894, 904--_5",NA,NA,NA
221285,OxA-14480,4865,39,-20.9,NA,AMS,bone,Homo sapiens,EUROEVOL S1967,201085,201085,,Fussel's Lodge Long Barrow,NA,Long barrow;3B; 3H,NA,"Wiltshire, England",England,Wessex,Yes,No,-1.7272,51.091,B,CalPal; http://fepre.mas.ncl.ac.uk/; EUROEVOL-Sample:8634; Gathering Time Project,"Whittle et al 2011 (Gathering Time: dating the early Neolithic enclosures of Southern Britain and Ireland), 200--_1, 204, 717, 719, 721, 731, 736, 744, 752, 761, 771, 845, 874, 894, 904--_5",NA,NA,NA
217523,GrA-28290,4860,50,-21.2,NA,AMS,bone,Homo sapiens,EUROEVOL S1967,201085,201085,,Fussel's Lodge Long Barrow,NA,Long barrow;3B; 3H,NA,"Wiltshire, England",England,Wessex,Yes,No,-1.7272,51.091,B,http://fepre.mas.ncl.ac.uk/; CalPal; EUROEVOL-Sample:8635; Gathering Time Project,"Whittle et al 2011 (Gathering Time: dating the early Neolithic enclosures of Southern Britain and Ireland), 200-1, 204, 717, 719, 721, 731, 736, 744, 752, 761, 771, 845, 874, 894, 904-5",NA,NA,NA
221281,OxA-14458,4859,35,-20.7,NA,AMS,bone,Homo sapiens,EUROEVOL S1967,201085,201085,,Fussel's Lodge Long Barrow,NA,Long barrow;3B; 3H,NA,"Wiltshire, England",England,Wessex,Yes,No,-1.7272,51.091,B,CalPal; http://fepre.mas.ncl.ac.uk/; EUROEVOL-Sample:8636; Gathering Time Project,"Whittle et al 2011 (Gathering Time: dating the early Neolithic enclosures of Southern Britain and Ireland), 200--_1, 204, 717, 719, 721, 731, 736, 744, 752, 761, 771, 845, 874, 894, 904--_5",NA,NA,NA
221026,OxA-12279,4857,31,-20.8,NA,AMS,bone,Homo sapiens,EUROEVOL S1967,201085,201085,,Fussel's Lodge Long Barrow,NA,Long barrow;3B; 3H,NA,"Wiltshire, England",England,Wessex,Yes,No,-1.7272,51.091,B,CalPal; http://fepre.mas.ncl.ac.uk/; EUROEVOL-Sample:8637; Gathering Time Project,"Whittle et al 2011 (Gathering Time: dating the early Neolithic enclosures of Southern Britain and Ireland), 200--_1, 204, 717, 719, 721, 731, 736, 744, 752, 761, 771, 845, 874, 894, 904--_5",NA,NA,NA
